DEGREE_PROGRAMME,COMPANY_NAME, LOCATION, CONTACT
Statistics STATISTICS ,NSSF headquarters Nairobi,Nairobi ,info@nssfkenya.co.ke
Software Engineering ,Kisii training and referral hospital ,kisii ,info@ktrh.go.ke
Computer Science ,Maritons Ventures Lmt,Thika,maritonsventuresltd@gmail.com
Business information technology ,County Government Of Makueni ,Makueni ,info@makueni.go.ke
Actuarial Science,County Assembly of kirinyaga,Kirinyaga,kirinyagacountyassembly@gmail.com
Computer Science ,Twinnet Computer College ,ENGINEER ,twinnetcybercenter@gmail.com
information technology,JKUAT Industrial park,Juja,nitp@jkuat.ac.ke
Financial Engineering,Kenya Industrial Research and Development Institute ,Nairobi ,directorgeneral@kirdi.go.ke
Software Engineering ,County government of nakuru ,Nakuru,Info@nakuru.go.ke
Statistics,Tegat tea factory ,kericho,info@ktdateas.com
information technology,K.C.R.H,kerugoya,kerugoyahospital@gmail.com
Statistics,NHIF,Nairobi,info@nhif.or.ke
information technology ,Kapkatet ICT center ,Kapkatet ,kapkatetict.info@gmail.com
Computer Science ,NETRIX BUSINESS SYSTEMS LTD,"Emmark court, Parkland Rd, Nairobi",info@netrixbiz.com
Computer Science,ECLOF Kenya,Kakamega,admin@eclof.com
Computer Science,REREC,Nairobi - South C,info@rerec.co.ke
Computer Science,ECLOF Kenya,Kakamega,admin@eclof.com
Statistics  ,AIC Githumu Mission Hospital ,Kangari-Githumu,info.githumuhospital@gmail.com
information technology,Adrian Kenya Limited,Gitaru,info@adriankenya.com
Statistics,NSSF,Westlands ,info@nssfkenya.co.ke
Statistics,TSC ,Ndalu Bungoma county,sjbinyenyasecsh@gmail.com
information technology,plp organisation,Nairobi,info@powerlearnproject.org
Computer Science,Hope Women With Disability - CBO (HOWID),Kisumu,
Computer Science,KIRINYAGA INSTITUTE OF PROFESSIONAL STUDIES (kips),KERUGOYA,kipscollege@gmail.com
Software engineering,ROSIN INSURANCE AGENCY,NYAHURURU,rwmurage@gmail.com
Mathematics and Computer Science, TIMES U SACCO,Timau town, info@timesusacco.co.ke
 Business information technology ,Patech Computer Training Center,Gilgil-kiambogo,patechcomputers@gmail.com
Business information technology ,Nakuru Water and Sanitation Company ,Nawasco Plaza Government Road,info@nawasco.co.ke
Computer Science,Chekip company,kutus town,chekip678@gmail.com
Software Engineering,Stegro Sacco Ltd,Merigi Town,sotsacco@yahoo.com
Actuarial Science,WATER WORKS KAKAMEGA  KACWASCO,Nairobi -Yaya,info@britam.com
Actuarial Science,AMICA SACCO LIMITED,MURANG'A - KIGUMO,hello@amicacs.co.ke
Software Engineering ,ONFON Media Limited ,"Mombasa Road, Nairobi Ke",info@onfonmedia.com
Computer Science ,KIRINYAGA COUNTY OFFICES,KUTUS,kirinyagacounty2013@gmail.com
Software  Engineering ,Colour crops Bahati,Nakuru,kipkurui89@gmail.com
Software  Engineering ,Colour crops Bahati,Nakuru,kipkurui89@gmail.com.
Software Engineering,TEACH2GIVE,NYERI,INFO@TEACH2GIVE.COM
Software Engineering,TEACH2GIVE,NYERI,INFO@TEACH2GIVE.COM
Computer Science ,KIRINYAGA COUNTY OFFICES,KUTUS,kirinyagacounty2013@gmail.com
Computer science ,Nanyuki water and sewerage Co.ltd,NANYUKI,info@nawasco.co.ke
Computer Science ,RAGATI TEA FACTORY,"Karatina , Kagochi road",info@ragati.ktda.com
information technology,E-TECH developers Kenya,Nairobi,etechdeveloperske@hotmail.com
Statistics ,TANA RIVER COUNTY GOVERNMENT ,HOLA ,info@tanariver.go.ke
 Businessinformation technology ,Kenversity Sacco Society Limited ,Kahawa Sukari,info@kenversitysacco.co.ke
Business information technology ,KIE,Nairobi,info@kie.go.ke
Software Engineering,APPKINGS SOLUTION LIMITED,NAIROBI,info@appkings.co.ke
Mathematics and Computer Science,KALNICS SOLUTIONS LIMITED,NAIROBI,Info@kalnicsslnltd.co.ke
Mathematics and Computer Science ,CONTEXT EXPERTS AGENCIES ,RUIRU,academicperfect@gmail.com
Mathematics and Computer Science ,K-UNITY SACCO,KIAMBU,info@k-unity.co.ke
Mathematics and Computer Science ,Kirinyaga county Offices ,kirinyaga ,kirinyagacounty2013@gmail.com
information technology ,county assembly of Nakuru ,NAKURU ,Wasegesward@gmail.com
information technology,Mwingi nursing home hospital,KITUI,nzoonzei@yahoo.com
 Computer System Engineering,Teach2Give,Nyeri,info@teach2give.com
Financial Engineering,Kenya Maritime Authority ,Mombasa,info@kma.go.ke
Computer Science,POWERLEARN PROJECT AFRICA,Nairobi,info@powerlearnproject.org
information technology,Kenya Medical Supplies Authority    ,Nairobi,info@kemsa.co.ke
information technology ,Kimunye Tea Factory ,Kerugoya ,info@kimunye.ktdateas.com
information technology,Nasear Agency limited ,Nairobi ,nasearagency@yahoo.com
Financial Engineering,Nakuru water and sanitation company ,Nakuru,info@nakuruwater.co.ke
Statistics,Tegat Tea factory,kericho,info@ktdateas.com
Actuarial Science,County Government of Kirinyaga,Kerugoya,info@kirinyaga.go.ke
Computer Science,Salim Enterprises  Limited,Kerugoya,nyaga@gmail.com
Computer Science,WATER REGULATORY AUTHORITY,Kerugoya,WRAMKRG@YAHOO.COM
information technology,BLESSED MEDICAL HOSPITAL,KITENGELA,blessedcommunity978@gmail.com
information technology,MINISTRY OF AGRICULTURE NAIROBI(KILIMO HOUSE),NAIROBI ,info@kilimo.go.ke
information technology ,Net contractors nairobi,Nairobi,netcontractors@hotmail.com
 mathematics and computer science ,Muhoroni sugar company ,Muhoroni ,info@musco.co.ke
Software Engineering ,Sirflex computer services,Kutus,Samkung@gmail.com
information technology ,TEACHERS SERVICE COMMISSION ,kajiado,scdelangatawias@tsc.gmail .com
Software Engineering ,County assembly of Nakuru ,Nakuru ,info@assembly.nakuru.go.ke
Business,Kenya Forestry Research Institute,City square -Nairobi,director@kefri.org
Business,Kambaa Tea Factory,Githunguri,kambaaktdateas.com
Business,Kenya Industrial Estates,Viwandani-Nairobi,info@kie.go.ke
Business,Bimas Kenya Limited,Embu,info@bimaskenya.com
Business,Blue Nile Rolling Mills Ltd,Nairobi,info@bluenile-group.com
Business,Busia County Government,Busia,info@busiacounty.go.ke
Business,Brookside Dairy Limited,Ruiru-Nairobi,humanresource@brookside.co.ke
Business,Nzoia Sugar Company,Bungoma,md@nzoiasugar.com
Business,Kenya Medical Supplies Authority,Nairobi,info@kemsa.go.ke
Business,DelMonte Kenya Limited,Nairobi,nanasi@freshdelmonte.com
Business,Kisumu County Revenue Board,Kisumu,revenueboard@kisumu.go.ke
Business,County Assembly of Kisumu,Kisumu,kisumuassembly@go.ke
Business,Maweega Company Ltd,Ruaraka-Nairobi,Not provided
Business,Ministry of Education,Nairobi,info@education.go.ke
Business,Weru Tea Factory Co. Ltd,Chuka,info@weru.ktdateas.com
Business,Nyandarua County Government,Nyandarua,info@nyandarua.go.ke
Business,Litenore Limited,Nairobi,info@zeraki.app
Business,Embu County Government,Embu,info@embu.go.ke
Business,Kenya Literature Bureau,Nairobi,info@klb.co.ke
Business,NG-CDF,Nairobi,info@ngcdf.go.ke
Business,Credit Bank Limited,NAirobi,mainoffice@creditbank.co.ke
Business,Airtel Networks Kenya,Nairobi,+254 (0) 734110000
Business,Makueni County Treasury,90303,finance@makueni.go.ke
Business,Talfa DT Sacco,Nyeri,po box 1649-00100
Business,National Cereals & Produce Board,Nairobi,info@ncpb.co.ke
Business,Damju Company Ltd,Nanyuki,julianakamau@gmail
Business,IFMIS - National Treasury,Nairobi,info@ifmis.go.ke
Business,Brikimu Enterprises,Bomet,brikimumerchants@gmail.com
Business,Rafiki Microfinance Bank,Nairobi,info@rafiki.co.ke
Business,Mogo Auto Limited,Nairobi,help@mogo.co.ke
Business,Meru Central Dairy Co-operative,Meru,maziwa@merudairy.co.ke
Business,Unisave Savings and Credit Co-op,Embakasi central-Nairobi,unisavesacco@gmail.com
Business,Emurua Dikirr CDF Office,Narok,cdfemuruadikirr@ngcdf.go.ke.
Business,Hemusaie Enterprise Ltd,Nairobi,Hemusaie@gmail.com
Business,Ojas Industries Ltd,Nairobi,ojasindustries@gmail
Business,Consolidated Bank Nyeri Branch,Nyeri,nyeri@consolidated-bank.com
Business,Gully Net Solutions,Ol'Kalou-Nyandarua,gullynetsolutions@gmail.com
Business,Murang'a County government,Murang'a,cdpomuranga@gmail.com
Business,Kenya Ports Authority (KPA),Mombasa,micd@kpa.co.ke
Business,Kenya National Library Service,Nairobi,knls@knls.ac.ke
Business,Derac Consulting,Nairobi,info@deracconsulting.co.ke
Business,County government of Nakuru,Nakuru,info@nakuru.go.ke
Business,Bondeni Sub-county Hospital,Nakuru,bondenimaternity@gmail
Business,Kenya Highlands Sacco,Nakuru,kenyahighlandssaccoltd@gmail
Business,Kenya National Bureau of Statistics,Nairobi,+254 (0) 202141600
Business,Joyka College of Professional Studies,Nairobi,joycekathuli@gmail.com
Business,Soroya Investment Limited,Nairobi,Soroya@outlook.com
Business,Youth Enterprise Development Fund,Nairobi,info@youthfund.go.ke
Business,Kwetu DT Sacco,Machakos,customercare@kwetusacco.com
Business,Somo Africa,Yaya towers-Nairobi,Contact@somoafrica.org
Business,Maasai Mara University,Narok,info@mmaraa.ac.ke
Business,National Treasury Pensions Department,Nairobi,Pensions@treasury.go.ke
Business,Kenya Development Corporation,Nairobi,info@kdc.go.ke
Business,Cooperative Bank Kutus Branch,"Kutus ,Kirinyaga",kutusbr@co-opbank.co.ke
Business,SL NAFARKA Commodities Ltd,Nairobi,sknafaka@gmail.com
Business,MMM Counter Human Trafficking,Nairobi,eccarralreader@gmail.com
Business,Kirinyaga County government,Kirinyaga,Kirinyagacounty2013@gmail
Business,Bainanga Construction Ltd,Thititi,PM@gmail.com
Business,Oldonyo Farm Timau Ltd,Nanyuki -Laikipia,info@oldonyo.com
Business,Westside Hotels Ltd,Kitale-Transnzoia,info@westsidehotels.co.ke
Business,Acr Imani talent Sacco,Nakuru,Phone +254720167573
Business,Jassan's Communication,Kahuro-Murang'a,jassan1020@yahoo.com
Business,Ministry of Public Service,Nairobi,Psepsyg.go.ke
Business,Nairobi City County government,Nairobi,info@nairobi.go.ke
Business,Platinum Credit Limited,Nairobi,mamanginacs@platinumcredit.co.ke
Business,kicowasco PLC,Kerugoya-Kirinyaga,info@kicowasco.co.ke
Business,Kimbilio Daima Sacco, Bomet,kimbiliosacco@gmail
Business,Nick Insurance Brokers Ltd,Viwandani-Nairobi,info@nck.co.ke
Business,Biashara Sacco Society Ltd,Nyeri,biasharasacco@yahoo.com
Business,State Dept for Social Protection,Nairobi,ps@socialprotection.go.ke
Business,Muki Sacco Society Ltd,North Kinangop,mukigroup@yahoo.com
Business,Imarisha Sacco Ltd,Murang'a,imarisha@imarishasacco.co.ke
Business,Brasely Group,Nakuru,braselygroup@gmail.com
Business,Winas DT Sacco Ltd,Embu town,info@winassacco.com
Business,Agricultural Finance Corporation,Kerugoya-Kirinyaga,Phone +254774354963
Business,Kathangariri Tea Factory Ltd,Embu,info@kathangariri.ktdateas.com
Business,Masaba North Ministry of Edu,Keroka-Kisii,masabanorthedu@gmail.com
Business,Cold Springs Hotel Ltd,Homabay,Cold@gmail.com
Business,Kiwilkas DT Sacco,Nyandarua,info@kiwilkassacco.co.ke
Business,Mwea Irrigation Agricultural Dev,Wanguru-kirinyaga,020-2033987
Business,Nairobi Water & Sewerage Co.,Nairobi,Phone +254716683572
Business,Nairobi Timber Ltd,Nairobi,info@nbitimber.com
Business,Ministry of Lands & Physical Planning, Nairobi,info@ardhi.go.ke
Business,Makueni Transporters Sacco,wote-makueni,matocosacco@gmail.com
Business,Privatisation Commission,Nairobi,info@privatisation.go.ke
Business,Margje Ltd,Karugoya,sec.margje002@gmail.com
Business,Makueni County Fruit Authority,wote-makueni,info@mcfdmar.co.ke
Business,NRS DT Sacco,kikuyu-kiambu,info@nrssacco.co.ke
Business,County government of Kirinyaga,"Kutus ,Kirinyaga",info@kirinyaga.go.ke
Business,Solution Sacco Ltd,Meru,info@solutionsacco.com
Business,Hope House Travel Agency Ltd,Nairobi,travel@hopehousetravelagency.co.ke
Business,Social Health Authority,Mariakani,Phone +254722677535
Business,west pokot county government,west pokot,info@westpokot.go.ke
Mechanical engineering,LITEIN TEA FACTORY,"Litein, Kericho",info@kipchimchimgroup.com
Mechanical engineering,FAYZ CONSTRUCTION LIMITED (JOY MILLERS LIMITED ),"Nairobi, Kenya",Phone +254733851201
Mechanical engineering,TECHFINITY SOFTWARE RUIRU,"Nairobi, Kenya",748 318032
Mechanical engineering,"KUTUS-AUTO-GARAGE,NEAR EQUITY BANK","Kutus ,Kirinyaga",near equity bank
Mechanical engineering,Public works state department of mechanical engineering,"Machakos Road, Industrial Area",info@publicworks.go.ke.
Mechanical engineering,KIWASCO (KISUMU),"Tom Mboya Rd, Kisumu",info@kiwasco.co.ke
Mechanical engineering,Geba Fabricators & Eng.,"Kangundo Rd, Nairobi",gebafablimited@gmail.com
Mechanical engineering,KENYA POLICE CENTRAL WORKSHOP,"Jogoo House, Taifa Road, Nairobi",0800 722 203
Mechanical engineering,FIRST FITS AUTO CARE LIMITED ,"Warehouse/Godown 76, along Nanyuki Road, Industrial Area, Nairob",Firstfitauto@gmail.com
Mechanical engineering,IPRO CONSTRUCTION  COMPANY  LIMITED,"Luthuli Avenue, Nairobi",info@iproconstruction.co.ke
Mechanical engineering,Regal Pharmaceuticals Ltd,Off Baba Dogo Road Nairobi,info@regalpharmaceuticals.com
Mechanical engineering,SIDEWAYS METAL WORKS,"8 Laiser Hill Road, Ongata Rongai, Kajiado",sales@sidewaysmetalworks.co.ke
Mechanical engineering,VisionOne Industries Limited,"Bahati - Murunyu Road, opposite St. Bahati",info@visiononeindustries.com
Mechanical engineering,KENYA POWER (NYERI),"Stima House / Diana Center, Nyeri",customercare@kplc.co.ke
Mechanical engineering,Fresha Dairy Brands. Githunguri ,"Githunguri, Kiambu",info@fresha.co.ke
Mechanical engineering,"West road Automotive Center, Ruaka-Kiambu ","Gacharage Junction, next to Total Ruaka, Limuru Rd",0725 734870
Mechanical engineering,Kenya Vehicle Manufacturer Ltd (KVM),"Garissa Road, Thika",info@kam.co.ke (via KAM association)
Mechanical engineering,Thumaita tea factory,"Thumaita Sub-location, Gichugu, Kirinyaga",info@ktdateas.com
Mechanical engineering,"ASHUT PLASTICS LIMITED, NAIROBI.","Lokitaung Rd, Off Likoni Rd, Viwandani, Nairobi",enquiries@ashutplastics.com
Mechanical engineering,"AXAR MOTORS LIMITED, Busia","Ruiru Town, Greec Towers",solutions@associated-motors.com
Mechanical engineering,MUTINDWA TOYOTA DEALERSHIP,"Meru - Maua Road, Next to Kenya Power",sales@mutindwa.com
Mechanical engineering,"JUNKYARD AUTO GARAGE, Ruiru","Mathigu Road, Ruiru",ruiruautogarage@gmail.com
Mechanical engineering,Nakuru water and sanitation company ,Nakuru Town,custcare@nakuruwater.co.ke
Mechanical engineering,DREAM LINE AUTO GARAGE ,Ruiru / Nairobi,info@dreamline.co.ke
Mechanical engineering,SIOMO TEA FACTORY EPZ,"Kapleleito - Sotit Road, Koiwa",info@siomotea.com
Mechanical engineering,KIMUNYE TEA FACTORY,"Gichugu Division, Kirinyaga",info@kimunye.ktdateas.com
Mechanical engineering,Kenya Ordinance Factories Coporation (KOFC),"Kitale Eldoret Road, Eldoret",info@kofc.co.ke
Mechanical engineering,"JOY MILLERS LIMITED, KUTUS","Kutus - Embu Rd, Kerugoya",admin@joymillerslimited.co.ke
Mechanical engineering,KONZA TECHNOPOLIS (ICM SPA),"7th floor, Konza Complex, Nairobi-Mombasa Road",konza@konza.go.ke
Mechanical engineering,Royal Steel Mill Nakuru,"Salgaa, along Nakuru-Salgaa Highway",info@royalsteelmill.com
Mechanical engineering,Kabsabet Tea Factory,"Kapsabet, Nandi County",info@kapsabet.ktdateas.com
Mechanical engineering,Central Plumbing Limited,Nairobi,Phone: +254 20 558611)
Mechanical engineering,Mombasa Cement,"Mikindani, Mombasa",jitujoshi@mombasacement.com
Mechanical engineering,Ministry of Roads & Transport Mechanical Division,"Transcom House, Ngong Road, Nairobi",cmte@mechanical.go.ke
Mechanical engineering,West Kenya Sugar Naitiri Unit,"P.O. Box 50-50211, Naitiri, Bungoma",westkenyanaitirisugarcompany@gmail.com
Mechanical engineering,Sondu Miriu Power Plant (KenGen),"P.O. Box 875, 40100 Kisumu",pr@kengen.co.ke
Mechanical engineering,Harmony Auto Mechanical Garage,"48 Toh Guan Road East #02-113, Singapore",jurong@harmony.com.sg
Mechanical engineering,Kenya Railways,"Workshops Road Off Haile Selassie Ave, Nairobi",info@krc.co.ke
Mechanical engineering,Mudher Mechanical Works Limited,"Viwandani Butere Rd, Mudher Bldg, Nairobi",Phone: +254 772 093145)
Mechanical engineering,Vertex Builders Ltd,"438 West Green Road, London, England",contactvertexbuilding@gmail.com
Mechanical engineering,Kenya Plant Health Inspectorate Service (KEPHIS),"Ololua Ridge, Karen, Nairobi",kephisinfo@kephis.org
Mechanical engineering,Mombasa Cement Limited Company,"New Msa-Nrb Road, Mikindani, Mombasa",jitujoshi@mombasacement.com
Mechanical engineering,Nationwide Electrical Industries Limited,"Road One, Off Baba Dogo Road, Ruaraka, Nairobi",info@nationwidegroup.co.ke
Mechanical engineering,South Nyanza Sugar Company (Sony Sugar),"Sare-Awendo, Kisii-Migori Road",info@sonysugar.co.ke
Mechanical engineering,County Government of Kirinyaga (Transport Dept.),"Kutus, Kirinyaga",info@kirinyaga.go.ke
Mechanical engineering,Nairobi City Water & Sewerage (Sasumua Dam),"Sasumua, Njabini / Nairobi",customercare@nairobiwater.co.ke
Mechanical engineering,Mogeni Tea Factory Ltd,"Ikonge, Nyamira",info@mogeniteafactory.com
Mechanical engineering,Hakika Transport Services,"Kitengela, Kajiado / Mombasa",info@hakikafms.com
Mechanical engineering,Mungetho Plastics Limited,"Njiru, Kangundo Road, Nairobi",Phone: +254 719 585 601
Mechanical engineering,Stamark Autos Limited,"Popo Road, South C, Nairobi",sales@cfao.com
Mechanical engineering,Subaru Kenya,"Addis Ababa Road, Industrial Area, Nairobi",bodyshop@subarukenya.com
Mechanical engineering,Ashut Engineers Ltd,"Nyahera Road, Off Lunga Lunga Road, Nairobi",enquiries@ashut.com
Mechanical engineering,Kapkatei Tea Factory Ltd,"Litein, Kericho",kapkatetfactory@gmail.com
Mechanical engineering,Mudete Tea Factory,"Mbale - Maragoli, Vihiga",info@mudete.ktdateas.com
Mechanical engineering,KenGen Kamburu Hydropower Station,Embu / Machakos border,pr@kengen.co.ke
Mechanical engineering,Vegpro Kenya Limited,"Embakasi, Nairobi",info@vegpro-kenya.com
Mechanical engineering,Thika Water and Sewerage Company (THIWASCO),Thika,info@thiwaco.co.ke
Mechanical engineering,Directorate of Occ. Safety & Health (DOSH-KE),"Safety House, Commercial St, Industrial Area, Nairobi",doshdept@labour.go.ke
Mechanical engineering,Ngorongo Tea Factory,Kiambu Road near Gathanji Village,info@ngorongotea.co.ke
Mechanical engineering,Innate Technologies Ltd,Nairobi,info@innate.co.ke
Mechanical engineering,Iko Winners Company Limited,Nairobi / Regional branches,Phone: +254 719 042000
Mechanical engineering,Mabati Rolling Mills Mariakani,"Mariakani, Mombasa",info@mabati.com
Mechanical engineering,Antom Automotive Ltd,"Baricho Road, Industrial Area, Nairobi",info@antomauto.com
Mechanical engineering,Maramba Tea Factory,"Limuru, Kiambu County",info@marambatea.ktdateas.com
Mechanical engineering,Manguchi Autowerks,"Along Kiambu Road, Nairobi",info@manguchi.co.ke
Mechanical engineering,Kapa Oil Refineries Ltd,"Mombasa Road, Nairobi",info@kapa-oil.com
Mechanical engineering,Heavy Engineering Ltd,"Funzi Road, Industrial Area, Nairobi",info@hekenya.com
Mechanical engineering,Quality Motors Garage,Nairobi,qualitymotorsltd@gmail.com
Mechanical engineering,Alpha Logistics Services (EPZ) Ltd,Mombasa,info@alphakenya.com
Mechanical engineering,Rimrock Construction Services Ltd,Nairobi,info@rimrock.co.ke
Mechanical engineering,Kagio Smart Feeds Limited,"Kagio, Kirinyaga County",Phone: +254 722 815077
Mechanical engineering,Nairobi City County Govt Garage,"City Hall Way / Industrial Area, Nairobi",info@nairobi.go.ke
Mechanical engineering,Ngere Tea Factory,"Karangi, Gatanga, Muranga County",info@ngere.ktdateas.com
Mechanical engineering,Almasi Bottlers Ltd,"Corporate Office, Nairobi / Eldoret",
Mechanical engineering,Stroock Garage,Nairobi,Phone: +254 722 710185
Mechanical engineering,Delta Precision and Fabricators,"Jomo Kenyatta Road, Mombasa",Phone: +254 713 110000
Mechanical engineering,Kenya Power and Lighting Company (KPLC),NULL,Not provided
Mechanical engineering,Auto Code Limited,"Magharibi Place, Mai Mahiu Rd, Nairobi",info@autokey.co.ke
Mechanical engineering,Kylin Motors Company,"Kindaruma Rd, Ngong Rd, Nairobi",website: kylinmotors.com)
Mechanical engineering,Maisha Mabati Ltd,"Ruiru Kamiti Road, Nairobi",sales@maishamabati.com
Mechanical engineering,Ostrich Engineering Services,"Likoni Rd, Industrial Area, Nairobi",scales@ostrichscales.com
Mechanical engineering,MK Auto Garage,Ruiru / Nairobi,Phone: +254 722 858585
Mechanical engineering,Kenya Airways,"Airport North Road, Embakasi, Nairobi",customer.relations@kenya-airways.com
Telecommunication,Fiberlink Limited Solutions,"Gathii House, Nairobi",info@fiberlinksolutionsltd.co.ke
Telecommunication,Stablelink Systems Limited,"Mama Ngina Street, Embu",info@sabalink.co.ke
Telecommunication,Sprinkville Networks Ltd," Limuru Rd, Nairobi",info@sprinkvillenetworks.co.ke
Telecommunication,Jamii Telecommunications, Nairobi,customercare@jtl.co.ke
Telecommunication,Mogogosiek Tea Factory,"Mogogosiek, Bomet ",info@ktdateas.com
Telecommunication,Yellow Fiber Networks,"Ngong Rd - Maziwa, Nairobi",Phone: +254 701 774305
Telecommunication,River Text Limited (Rivatex),Eldoret - Kipkaren Road,info@rivatex.co.ke
Telecommunication,Airnet Broadband Limited,"Gathii House,Nairobi",info@airnet.co.ke
Telecommunication,County Govt of Kirinyaga,"Kutus Town, Kirinyaga",info@kirinyaga.go.ke
Telecommunication,Bulshofiber Link Limited,"1st Ave, Eastleigh / Pangani, Nairobi",Phone: +254 740 501501
Telecommunication,Kenya Pipeline Company JKIA,"Embakasi, Nairobi",info@kpc.co.ke
Telecommunication,Baran Telecom Networks (BTN),Nairobi,info@btn-solutions.co.ke
Telecommunication,KenGen Olkaria,"Naivasha, Nakuru County",pr@kengen.co.ke
Telecommunication,Kiptagich Tea Factory,"Kiptagich, Nakuru County",info@kiptagich.co.ke
Telecommunication,Siaya County Referral Hospital,Siaya Town,siayacountyrh@gmail.com
Telecommunication,County Govt of Nakuru,Nakuru City,info@nakuru.go.ke
Telecommunication,Masinde Muliro University of Science and Technology,Kakamega Town,info@mmust.ac.ke
Telecommunication,Kenya Civil Aviation Authority,"Aviation House, JKIA, Nairobi",info@kcaa.or.ke
Telecommunication,Cloud logic limited,Nairobi,info@cloudlogic.co.ke
Telecommunication,Alan Dick & Co. (EA) Ltd,"Funzi Road, Industrial Area, Nairobi",Phone: +254 20 650536
Telecommunication,Aircare Aero Services Ltd,"Wilson Airport, Nairobi",info@aircare.co.ke
Telecommunication,Konnect Data Networks,"Ruaraka Close, opposite Dog Section, Nakuru",csr@konnected.co.ke
Telecommunication,YELLOW FIBER NETWORKS,"Ngong Rd - Maziwa, Nairobi",Phone: +254 701 774305
Telecommunication,Fibre 8,Nairobi,support@zukufiber.co.ke
Telecommunication,Wavelink Networks,"City View, Jogoo Road, Nairobi",info@wavelinknetworks.co.ke
Telecommunication,QUICK FIBER LIMITED,Nairobi,sales@quickfiber.co.ke
Telecommunication,County Govt of Kakamega,"Mumias Road, Kakamega Town",info@kakamega.go.ke
Telecommunication,Naivatel Networks Limited,"Lakeview Silver Houses, Naivasha",info@naivatel.co.ke
Telecommunication,NARIANA ENTERPRISES,Nairobi,info@nariana.co.ke
Telecommunication,T-tech Telecommunication,Nyeri Town,ttechtelecommunications@gmail.com
Telecommunication,TELKOM KENYA LIMITED,"Ralph Bunche Road, Nairobi",customercare@telkom.co.ke
Telecommunication,Simplex Technologies,"Delta Corner Tower 2, Westlands, Nairobi",info@simplexsystems.co.ke
Telecommunication,KEROKA TECHNICAL INSTITUTE,"Keroka, Kisii County",info@kerokatechnical.ac.ke
Telecommunication,FIRSTBASICS TECHNOLOGIES,"Savannah Business Center, Embakasi",info@firstbasics.tech
Telecommunication,KBC,"Harry Thuku Road, Nairobi",feedback@kbc.co.ke
Telecommunication,Nandi County Government,Kapsabet Town,info@nandi.go.ke
Telecommunication,Golden valley ltd,Nairobi,info@goldenvalley.co.ke
Telecommunication,GUZZER TECHNOLOGIES,"Jameson Court, Ngong Road, Nairobi",info@g-tech.co.ke
Telecommunication,PAYSTORE KENYA,"Meru Mbayakarichu Building, Meru",Phone: +254 798 669440
Electronics and computer engineering,Karwak Construction Limited,Nairobi,info@karwak.co.ke
Electronics and computer engineering,Nairobi Timber L.T.D,"Lunga Lunga Road, near House of Manji, Nairobi",info@nbitimber.com
Electronics and computer engineering,Essyk Building Solutions Ltd,Nairobi,info@essyk.com
Electronics and computer engineering,Interactive Technologies Limited,"6th Floor, Parklands Road, Nairobi",info@itlweb.com
Electronics and computer engineering,Tea Research Institute - KALRO,"Off Kericho-Nakuru Road, Kericho",tea.research@kalro.org
Electronics and computer engineering,Lux Builders Limited,"Westlands, Nairobi",luxwaybridge@gmail.com
Electronics and computer engineering,Arcodau Limited,Nairobi,sales@arcooda.com
Electronics and computer engineering,Agupe Home Fiber Solutions,"Pamki House, Kimathi Way, Nyeri",agapetechenterprise@gmail.com
Electronics and computer engineering,Migori County ICT Dept,Migori Town,info@migori.go.ke
Electronics and computer engineering,Kenya Power (Narok),Narok Town,customercare@kplc.co.ke
Electronics and computer engineering,Kenya Power (Kerugoya),Kerugoya Town,customercare@kplc.co.ke
Electronics and computer engineering,Kanyenyaini Tea Factory Ltd,"Off Kangema-Kanyenyaini Rd, Kangema",info@kanyenyaini.ktdateas.com
Electronics and computer engineering,Starcraft Electrical Company,Nairobi,info@starcraft.co.ke
Electronics and computer engineering,Africa Polysack Limited,"East Gate Road, off Mombasa Road, Nairobi",info@africapolysack.co.ke
Electronics and computer engineering,KenGen Olkaria,"Naivasha, Nakuru County",pr@kengen.co.ke
Electronics and computer engineering,Ministry of Water & Irrigation,"Maji House, Ngong Road, Nairobi",ps@water.go.ke
Electronics and computer engineering,Power Hub Consultant Ltd,"Eastern Bypass, Ruiru",info@powerhub.co.ke
Electronics and computer engineering,Kandara Technical Institute,"Kandara, Murang'a",kandaratvc@gmail.com
Electronics and computer engineering,Nariana Enterprise Limited,Nairobi,info@nariana.co.ke
Electronics and computer engineering,FINLAYS (KENYA) LIMITED,"PO Box 223, Chepkembe, Kericho",info.kenya@finlays.net
Electronics and computer engineering,BERWAKI AFRICA LIMITED,"Box 17465-00100, Nairobi",info@berwakiafrica.co.ke
Electronics and computer engineering,Tana Water and Sewerage Company,"Maji House, Baden Powell Road, Nyeri",tanawaterco@gmail.com
Electronics and computer engineering,Kenya Power (Eldoret),Eldoret Town,customercare@kplc.co.ke
Electronics and computer engineering,Egerton University (Main Campus),"Nakuru-Mau Narok Road, Njoro",info@egerton.ac.ke
Electronics and computer engineering,NAIROBI CITY COUNTY,"City Hall Way, Nairobi",ncpsbnairobi047@gmail.com
Electronics and computer engineering,Tebesonik Tea Factory Limited,"Majani Plaza, Koinange Street, Nairobi",gnjoroge@ktdateas.com
Electronics and computer engineering,"Next Technologies, Nairobi","Applewood Park, Off Wood Ave, Kilimani",info@next.co.ke
Electronics and computer engineering,Ampath Uzima Eldoret,"P.O. Box 4606-30100, Eldoret",info@usaidampathuzima.or.ke
